fecha,descripcion,monto,tipo,categoria
2027-01-10,Pollo a la brasa,8.88,gasto,Alimentacion (Fuera)
2027-01-10,Luz del Sur recibo mensual,64.9,gasto,Vivienda y Servicios
2027-01-12,Transferencia a familiar,9.22,gasto,Otros Gastos y Diversos
2027-01-12,Sedapal recibo mensual,73.75,gasto,Vivienda y Servicios
2027-01-12,Gasolina compras semanales,13.55,gasto,Transporte y Comunicaciones
2027-01-13,Farmacia mifarma,4.35,gasto,Salud
2027-01-13,Farmacia mifarma,2.5,gasto,Salud
2027-01-13,Pollo a la brasa,8.87,gasto,Alimentacion (Fuera)
2027-01-13,Frutas bodega,34.15,gasto,Alimentacion (Hogar)
2027-01-13,Ingreso por horas extra,96.59,ingreso,Salario
2027-01-14,Transferencia a familiar,6.05,gasto,Otros Gastos y Diversos
2027-01-14,Pollo bodega,48.24,gasto,Alimentacion (Hogar)
2027-01-14,Ingreso por freelance proyecto,64.39,ingreso,Freelance
2027-01-14,Peluqueria,12.86,gasto,Otros Gastos y Diversos
2027-01-15,Transferencia a familiar,8.47,gasto,Otros Gastos y Diversos
2027-01-15,Salario mensual empresa XYZ,1142.01,ingreso,Salario
2027-01-15,Claro internet y telefono,77.46,gasto,Vivienda y Servicios
2027-01-16,Uber panadería,11.39,gasto,Transporte y Comunicaciones
2027-01-16,Vitaminas,3.74,gasto,Salud
2027-01-17,Transferencia a familiar,5.74,gasto,Otros Gastos y Diversos
2027-01-17,Estacionamiento bodega,12.24,gasto,Transporte y Comunicaciones
2027-01-17,Peluqueria,4.43,gasto,Otros Gastos y Diversos
2027-01-17,Comida rapida,11.15,gasto,Alimentacion (Fuera)
2027-01-19,Pollo compras semanales,41.27,gasto,Alimentacion (Hogar)
2027-01-19,Maquillaje,10.62,gasto,Vestido y Calzado
2027-01-20,Almuerzo restaurant,9.71,gasto,Alimentacion (Fuera)
2027-01-20,Almuerzo restaurant,10.43,gasto,Alimentacion (Fuera)
2027-01-20,Gasolina compras semanales,14.67,gasto,Transporte y Comunicaciones
2027-01-20,Gimnasio cuota mensual,7.52,gasto,Educacion y Ocio
2027-01-21,Gasolina compras semanales,13.99,gasto,Transporte y Comunicaciones
2027-01-22,Analisis laboratorio,7.0,gasto,Salud
2027-01-24,Cine peliculas con amigos,14.47,gasto,Educacion y Ocio
2027-01-24,Mass bodega,38.61,gasto,Alimentacion (Hogar)
2027-01-24,Vitaminas,4.37,gasto,Salud
2027-01-25,Barberia,10.01,gasto,Otros Gastos y Diversos
2027-01-25,Farmacia inkafarma,2.5,gasto,Salud
2027-01-26,Accesorio,7.2,gasto,Vestido y Calzado
2027-01-26,Supermercado bodega,43.12,gasto,Alimentacion (Hogar)
2027-01-26,Tienda,13.96,gasto,Vestido y Calzado
2027-01-27,Farmacia mifarma,4.97,gasto,Salud
2027-01-27,Wong panadería,30.37,gasto,Alimentacion (Hogar)
2027-01-27,Tienda,12.6,gasto,Vestido y Calzado
2027-01-28,Vitaminas,4.6,gasto,Salud
2027-01-28,Pollo a la brasa,12.24,gasto,Alimentacion (Fuera)
2027-01-28,Market bodega,28.54,gasto,Alimentacion (Hogar)
2027-01-28,Falabella,8.07,gasto,Vestido y Calzado
2027-01-29,Gasolina compras semanales,14.62,gasto,Transporte y Comunicaciones
2027-01-29,Concierto o evento cultural,11.63,gasto,Educacion y Ocio
2027-01-30,Pasaje compras semanales,17.04,gasto,Transporte y Comunicaciones
2027-01-30,Tienda,16.49,gasto,Vestido y Calzado
2027-01-31,Cafe,8.75,gasto,Alimentacion (Fuera)
2027-02-01,Mass panadería,43.61,gasto,Alimentacion (Hogar)
2027-02-02,Consulta medica,2.43,gasto,Salud
2027-02-02,Estacionamiento panadería,26.0,gasto,Transporte y Comunicaciones
2027-02-03,Picanteria,11.19,gasto,Alimentacion (Fuera)
2027-02-03,Gasolina bodega,28.3,gasto,Transporte y Comunicaciones
2027-02-03,Vitaminas,6.1,gasto,Salud
2027-02-04,Taxi compras semanales,24.98,gasto,Transporte y Comunicaciones
2027-02-04,Panaderia panadería,44.31,gasto,Alimentacion (Hogar)
2027-02-04,Analisis laboratorio,2.49,gasto,Salud
2027-02-05,Picanteria,11.55,gasto,Alimentacion (Fuera)
2027-02-05,Netflix suscripción mensual,8.36,gasto,Educacion y Ocio
2027-02-05,Mass bodega,44.68,gasto,Alimentacion (Hogar)
2027-02-06,Zapatos,6.96,gasto,Vestido y Calzado
2027-02-06,Anticuchos,11.86,gasto,Alimentacion (Fuera)
2027-02-06,Spotify suscripción mensual,7.13,gasto,Educacion y Ocio
2027-02-07,Vitaminas,4.14,gasto,Salud
2027-02-08,Menu,8.63,gasto,Alimentacion (Fuera)
2027-02-08,Chifa,9.1,gasto,Alimentacion (Fuera)
2027-02-08,Artículos de limpieza y hogar,37.66,gasto,Mobiliario y Enseres
2027-02-08,Ingreso por horas extra,118.69,ingreso,Salario
2027-02-08,Arroz panadería,38.39,gasto,Alimentacion (Hogar)
2027-02-08,Pago alquiler departamento,75.87,gasto,Vivienda y Servicios
2027-02-10,Accesorio,13.13,gasto,Vestido y Calzado
2027-02-10,Wong bodega,38.9,gasto,Alimentacion (Hogar)
2027-02-10,Luz del Sur recibo mensual,70.13,gasto,Vivienda y Servicios
2027-02-10,Cafe,8.36,gasto,Alimentacion (Fuera)
2027-02-11,Comida rapida,10.74,gasto,Alimentacion (Fuera)
2027-02-12,Accesorio,7.03,gasto,Vestido y Calzado
2027-02-12,Sedapal recibo mensual,65.37,gasto,Vivienda y Servicios
2027-02-12,Estacionamiento compras semanales,28.36,gasto,Transporte y Comunicaciones
2027-02-12,Cuidado personal,25.49,gasto,Otros Gastos y Diversos
2027-02-13,Farmacia inkafarma,5.09,gasto,Salud
2027-02-14,Menu,6.16,gasto,Alimentacion (Fuera)
2027-02-14,Consulta medica,4.74,gasto,Salud
2027-02-15,Salario mensual empresa XYZ,1142.01,ingreso,Salario
2027-02-15,Comida rapida,10.46,gasto,Alimentacion (Fuera)
2027-02-15,Claro internet y telefono,71.39,gasto,Vivienda y Servicios
2027-02-15,Vitaminas,6.65,gasto,Salud
2027-02-16,Barberia,29.71,gasto,Otros Gastos y Diversos
2027-02-17,Peluqueria,17.6,gasto,Otros Gastos y Diversos
2027-02-17,Carne panadería,39.82,gasto,Alimentacion (Hogar)
2027-02-18,Bus compras semanales,18.27,gasto,Transporte y Comunicaciones
2027-02-18,Medicina,5.44,gasto,Salud
2027-02-19,Farmacia inkafarma,4.36,gasto,Salud
2027-02-19,Cafe,12.13,gasto,Alimentacion (Fuera)
2027-02-19,Cosmetico,12.83,gasto,Vestido y Calzado
2027-02-20,Gimnasio cuota mensual,7.13,gasto,Educacion y Ocio
2027-02-21,Farmacia inkafarma,2.57,gasto,Salud
2027-02-21,Wong compras semanales,35.27,gasto,Alimentacion (Hogar)
2027-02-22,Cine peliculas con amigos,24.84,gasto,Educacion y Ocio
2027-02-23,Vitaminas,6.37,gasto,Salud
2027-02-24,Wong panadería,27.43,gasto,Alimentacion (Hogar)
2027-02-24,Oechsle,15.06,gasto,Vestido y Calzado
2027-02-24,Taxi bodega,17.33,gasto,Transporte y Comunicaciones
2027-02-25,Pollo compras semanales,31.82,gasto,Alimentacion (Hogar)
2027-02-25,Farmacia mifarma,4.01,gasto,Salud
2027-02-25,Chifa,7.18,gasto,Alimentacion (Fuera)
2027-02-27,Venta de ropa en buen estado,79.13,ingreso,Otros Ingresos
2027-02-27,Bus panadería,26.22,gasto,Transporte y Comunicaciones
2027-02-27,Transferencia a familiar,10.52,gasto,Otros Gastos y Diversos
2027-02-28,Vitaminas,6.94,gasto,Salud
2027-03-01,Comida rapida,12.71,gasto,Alimentacion (Fuera)
2027-03-02,Ingreso por horas extra,70.77,ingreso,Salario
2027-03-02,Zapatos,6.66,gasto,Vestido y Calzado
2027-03-02,Uber bodega,12.95,gasto,Transporte y Comunicaciones
2027-03-02,Farmacia mifarma,3.94,gasto,Salud
2027-03-02,Medicina,5.96,gasto,Salud
2027-03-03,Consulta medica,4.86,gasto,Salud
2027-03-03,Cuidado personal,4.16,gasto,Otros Gastos y Diversos
2027-03-04,Regalo,3.55,gasto,Otros Gastos y Diversos
2027-03-05,Consulta medica,3.55,gasto,Salud
2027-03-05,Vitaminas,1.91,gasto,Salud
2027-03-05,Netflix suscripción mensual,7.42,gasto,Educacion y Ocio
2027-03-05,Ingreso por freelance proyecto,47.18,ingreso,Freelance
2027-03-06,Anticuchos,11.83,gasto,Alimentacion (Fuera)
2027-03-06,Spotify suscripción mensual,7.7,gasto,Educacion y Ocio
2027-03-07,Donacion,4.64,gasto,Otros Gastos y Diversos
2027-03-07,Donacion,6.6,gasto,Otros Gastos y Diversos
2027-03-07,Transferencia a familiar,6.42,gasto,Otros Gastos y Diversos
2027-03-07,Mass bodega,43.69,gasto,Alimentacion (Hogar)
2027-03-08,Analisis laboratorio,4.32,gasto,Salud
2027-03-08,Pago alquiler departamento,65.61,gasto,Vivienda y Servicios
2027-03-09,Artículos de limpieza y hogar,31.71,gasto,Mobiliario y Enseres
2027-03-09,Mercado compras semanales,43.47,gasto,Alimentacion (Hogar)
2027-03-10,Luz del Sur recibo mensual,67.26,gasto,Vivienda y Servicios
2027-03-10,Vitaminas,5.43,gasto,Salud
2027-03-10,Analisis laboratorio,1.64,gasto,Salud
2027-03-11,Pasaje bodega,19.2,gasto,Transporte y Comunicaciones
2027-03-11,Plaza vea compras semanales,41.65,gasto,Alimentacion (Hogar)
2027-03-12,Sedapal recibo mensual,64.69,gasto,Vivienda y Servicios
2027-03-12,Arroz panadería,36.94,gasto,Alimentacion (Hogar)
2027-03-12,Barberia,3.5,gasto,Otros Gastos y Diversos
2027-03-12,Analisis laboratorio,5.34,gasto,Salud
2027-03-12,Donacion,7.72,gasto,Otros Gastos y Diversos
2027-03-12,Starbucks,11.62,gasto,Alimentacion (Fuera)
2027-03-12,Farmacia mifarma,5.02,gasto,Salud
2027-03-13,Mercado panadería,43.43,gasto,Alimentacion (Hogar)
2027-03-14,Accesorio,3.82,gasto,Vestido y Calzado
2027-03-14,Barberia,2.37,gasto,Otros Gastos y Diversos
2027-03-15,Frutas compras semanales,48.63,gasto,Alimentacion (Hogar)
2027-03-15,Medicina,3.3,gasto,Salud
2027-03-15,Claro internet y telefono,73.89,gasto,Vivienda y Servicios
2027-03-16,Cafe,9.99,gasto,Alimentacion (Fuera)
2027-03-16,Uber compras semanales,11.25,gasto,Transporte y Comunicaciones
2027-03-16,Barberia,5.21,gasto,Otros Gastos y Diversos
2027-03-17,Donacion,8.39,gasto,Otros Gastos y Diversos
2027-03-17,Oechsle,3.34,gasto,Vestido y Calzado
2027-03-17,Regalo,8.5,gasto,Otros Gastos y Diversos
2027-03-18,Anticuchos,13.31,gasto,Alimentacion (Fuera)
2027-03-18,Cuidado personal,8.02,gasto,Otros Gastos y Diversos
2027-03-18,Ripley,7.35,gasto,Vestido y Calzado
2027-03-18,Oechsle,5.93,gasto,Vestido y Calzado
2027-03-19,Pasaje compras semanales,11.18,gasto,Transporte y Comunicaciones
2027-03-20,Pollo a la brasa,10.84,gasto,Alimentacion (Fuera)
2027-03-20,Pasaje bodega,12.77,gasto,Transporte y Comunicaciones
2027-03-20,Gimnasio cuota mensual,7.28,gasto,Educacion y Ocio
2027-03-21,Grifo repsol panadería,14.38,gasto,Transporte y Comunicaciones
2027-03-21,Medicina,4.29,gasto,Salud
2027-03-21,Farmacia mifarma,4.15,gasto,Salud
2027-03-22,Ripley,6.61,gasto,Vestido y Calzado
2027-03-23,Starbucks,9.07,gasto,Alimentacion (Fuera)
2027-03-23,Concierto o evento cultural,17.02,gasto,Educacion y Ocio
2027-03-23,Regalo,3.14,gasto,Otros Gastos y Diversos
2027-03-23,Tottus compras semanales,45.87,gasto,Alimentacion (Hogar)
2027-03-23,Estacionamiento panadería,14.75,gasto,Transporte y Comunicaciones
2027-03-24,Zapatos,8.61,gasto,Vestido y Calzado
2027-03-24,Anticuchos,10.47,gasto,Alimentacion (Fuera)
2027-03-24,Grifo repsol bodega,15.4,gasto,Transporte y Comunicaciones
2027-03-24,Cuidado personal,2.65,gasto,Otros Gastos y Diversos
2027-03-25,Tienda,4.96,gasto,Vestido y Calzado
2027-03-25,Cine peliculas con amigos,11.69,gasto,Educacion y Ocio
2027-03-25,Medicina,5.47,gasto,Salud
2027-03-26,Donacion,5.9,gasto,Otros Gastos y Diversos
2027-03-26,Comida rapida,9.79,gasto,Alimentacion (Fuera)
2027-03-27,Anticuchos,13.1,gasto,Alimentacion (Fuera)
2027-03-27,Leche bodega,38.3,gasto,Alimentacion (Hogar)
2027-03-27,Uber compras semanales,18.42,gasto,Transporte y Comunicaciones
2027-03-28,Estacionamiento compras semanales,12.49,gasto,Transporte y Comunicaciones
2027-03-29,Cosmetico,3.78,gasto,Vestido y Calzado
2027-03-30,Salario mensual empresa XYZ,1142.01,ingreso,Salario
2027-03-30,Arroz compras semanales,46.78,gasto,Alimentacion (Hogar)
2027-03-30,Bus bodega,14.34,gasto,Transporte y Comunicaciones
2027-03-30,Accesorio,5.03,gasto,Vestido y Calzado
2027-03-30,Ropa,6.14,gasto,Vestido y Calzado
2027-03-31,Farmacia inkafarma,1.77,gasto,Salud
2027-04-01,Mercado panadería,31.45,gasto,Alimentacion (Hogar)
2027-04-02,Ingreso por horas extra,73.41,ingreso,Salario
2027-04-02,Almuerzo restaurant,6.09,gasto,Alimentacion (Fuera)
2027-04-02,Metro compras semanales,44.17,gasto,Alimentacion (Hogar)
2027-04-02,Farmacia inkafarma,5.28,gasto,Salud
2027-04-03,Starbucks,5.73,gasto,Alimentacion (Fuera)
2027-04-03,Pollo a la brasa,10.68,gasto,Alimentacion (Fuera)
2027-04-03,Artículos de limpieza y hogar,35.07,gasto,Mobiliario y Enseres
2027-04-03,Bodega panadería,39.01,gasto,Alimentacion (Hogar)
2027-04-05,Barberia,14.95,gasto,Otros Gastos y Diversos
2027-04-05,Venta de muebles usados,48.94,ingreso,Otros Ingresos
2027-04-05,Netflix suscripción mensual,8.22,gasto,Educacion y Ocio
2027-04-05,Chifa,10.01,gasto,Alimentacion (Fuera)
2027-04-05,Pasaje bodega,19.17,gasto,Transporte y Comunicaciones
2027-04-06,Bus bodega,19.33,gasto,Transporte y Comunicaciones
2027-04-06,Spotify suscripción mensual,8.25,gasto,Educacion y Ocio
2027-04-08,Pago alquiler departamento,69.22,gasto,Vivienda y Servicios
2027-04-08,Grifo repsol compras semanales,18.35,gasto,Transporte y Comunicaciones
2027-04-09,Tienda,13.43,gasto,Vestido y Calzado
2027-04-10,Bus panadería,21.7,gasto,Transporte y Comunicaciones
2027-04-10,Peluqueria,11.57,gasto,Otros Gastos y Diversos
2027-04-10,Falabella,26.34,gasto,Vestido y Calzado
2027-04-10,Luz del Sur recibo mensual,76.29,gasto,Vivienda y Servicios
2027-04-10,Picanteria,10.82,gasto,Alimentacion (Fuera)
2027-04-11,Consulta medica,2.7,gasto,Salud
2027-04-11,Market compras semanales,30.16,gasto,Alimentacion (Hogar)
2027-04-11,Pollo a la brasa,6.57,gasto,Alimentacion (Fuera)
2027-04-12,Sedapal recibo mensual,70.93,gasto,Vivienda y Servicios
2027-04-13,Anticuchos,7.35,gasto,Alimentacion (Fuera)
2027-04-13,Comida rapida,9.58,gasto,Alimentacion (Fuera)
2027-04-13,Cuidado personal,8.35,gasto,Otros Gastos y Diversos
2027-04-13,Transferencia a familiar,3.83,gasto,Otros Gastos y Diversos
2027-04-13,Farmacia mifarma,4.46,gasto,Salud
2027-04-13,Menu,7.88,gasto,Alimentacion (Fuera)
2027-04-14,Anticuchos,8.56,gasto,Alimentacion (Fuera)
2027-04-15,Grifo repsol panadería,19.7,gasto,Transporte y Comunicaciones
2027-04-15,Claro internet y telefono,64.25,gasto,Vivienda y Servicios
2027-04-16,Tienda,22.18,gasto,Vestido y Calzado
2027-04-16,Transferencia a familiar,14.6,gasto,Otros Gastos y Diversos
2027-04-16,Barberia,9.67,gasto,Otros Gastos y Diversos
2027-04-17,Donacion,12.21,gasto,Otros Gastos y Diversos
2027-04-17,Saga,20.85,gasto,Vestido y Calzado
2027-04-17,Metropolitano panadería,22.95,gasto,Transporte y Comunicaciones
2027-04-17,Medicina,2.91,gasto,Salud
2027-04-18,Arroz compras semanales,33.21,gasto,Alimentacion (Hogar)
2027-04-19,Vitaminas,7.43,gasto,Salud
2027-04-19,Tottus compras semanales,40.04,gasto,Alimentacion (Hogar)
2027-04-20,Gimnasio cuota mensual,7.08,gasto,Educacion y Ocio
2027-04-21,Plaza vea compras semanales,41.59,gasto,Alimentacion (Hogar)
2027-04-21,Transferencia a familiar,6.88,gasto,Otros Gastos y Diversos
2027-04-22,Almuerzo restaurant,10.97,gasto,Alimentacion (Fuera)
2027-04-23,Mass panadería,31.64,gasto,Alimentacion (Hogar)
2027-04-24,Starbucks,6.83,gasto,Alimentacion (Fuera)
2027-04-24,Pasaje compras semanales,19.89,gasto,Transporte y Comunicaciones
2027-04-25,Mercado panadería,31.5,gasto,Alimentacion (Hogar)
2027-04-26,Farmacia mifarma,6.51,gasto,Salud
2027-04-26,Farmacia mifarma,5.42,gasto,Salud
2027-04-27,Analisis laboratorio,8.1,gasto,Salud
2027-04-28,Barberia,11.97,gasto,Otros Gastos y Diversos
2027-04-29,Gasolina panadería,26.07,gasto,Transporte y Comunicaciones
2027-04-29,Cine peliculas con amigos,33.8,gasto,Educacion y Ocio
2027-04-29,Carne compras semanales,38.87,gasto,Alimentacion (Hogar)
2027-04-30,Analisis laboratorio,6.86,gasto,Salud
2027-04-30,Medicina,6.1,gasto,Salud
2027-04-30,Consulta medica,4.58,gasto,Salud
2027-04-30,Salario mensual empresa XYZ,1142.01,ingreso,Salario
2027-05-01,Starbucks,8.55,gasto,Alimentacion (Fuera)
2027-05-01,Metro compras semanales,29.5,gasto,Alimentacion (Hogar)
2027-05-01,Saga,3.29,gasto,Vestido y Calzado
2027-05-02,Carne bodega,23.37,gasto,Alimentacion (Hogar)
2027-05-03,Consulta medica,4.49,gasto,Salud
2027-05-03,Vitaminas,10.17,gasto,Salud
2027-05-03,Cosmetico,6.4,gasto,Vestido y Calzado
2027-05-03,Saga,6.82,gasto,Vestido y Calzado
2027-05-03,Gasolina bodega,30.94,gasto,Transporte y Comunicaciones
2027-05-04,Transferencia a familiar,11.16,gasto,Otros Gastos y Diversos
2027-05-05,Artículos de limpieza y hogar,35.81,gasto,Mobiliario y Enseres
2027-05-05,Netflix suscripción mensual,8.3,gasto,Educacion y Ocio
2027-05-06,Spotify suscripción mensual,7.79,gasto,Educacion y Ocio
2027-05-06,Saga,5.88,gasto,Vestido y Calzado
2027-05-06,Bus bodega,18.53,gasto,Transporte y Comunicaciones
2027-05-06,Market panadería,24.21,gasto,Alimentacion (Hogar)
2027-05-08,Pago alquiler departamento,74.76,gasto,Vivienda y Servicios
2027-05-08,Bodega compras semanales,34.18,gasto,Alimentacion (Hogar)
2027-05-08,Comida rapida,6.43,gasto,Alimentacion (Fuera)
2027-05-09,Ripley,4.78,gasto,Vestido y Calzado
2027-05-09,Pasaje compras semanales,17.89,gasto,Transporte y Comunicaciones
2027-05-10,Maquillaje,7.07,gasto,Vestido y Calzado
2027-05-10,Frutas bodega,32.95,gasto,Alimentacion (Hogar)
2027-05-10,Cafe,8.74,gasto,Alimentacion (Fuera)
2027-05-10,Comida rapida,10.21,gasto,Alimentacion (Fuera)
2027-05-10,Analisis laboratorio,7.2,gasto,Salud
2027-05-10,Luz del Sur recibo mensual,77.24,gasto,Vivienda y Servicios
2027-05-11,Oechsle,6.9,gasto,Vestido y Calzado
2027-05-11,Comida rapida,6.59,gasto,Alimentacion (Fuera)
2027-05-11,Carniceria panadería,37.45,gasto,Alimentacion (Hogar)
2027-05-11,Ingreso por horas extra,156.3,ingreso,Salario
2027-05-12,Mass compras semanales,30.12,gasto,Alimentacion (Hogar)
2027-05-12,Vitaminas,4.27,gasto,Salud
2027-05-12,Sedapal recibo mensual,66.47,gasto,Vivienda y Servicios
2027-05-13,Farmacia inkafarma,3.9,gasto,Salud
2027-05-14,Ripley,6.99,gasto,Vestido y Calzado
2027-05-14,Comida rapida,8.41,gasto,Alimentacion (Fuera)
2027-05-15,Claro internet y telefono,72.38,gasto,Vivienda y Servicios
2027-05-15,Picanteria,12.36,gasto,Alimentacion (Fuera)
2027-05-15,Perfume,6.83,gasto,Vestido y Calzado
2027-05-15,Maquillaje,6.98,gasto,Vestido y Calzado
2027-05-16,Oechsle,6.12,gasto,Vestido y Calzado
2027-05-16,Farmacia inkafarma,12.19,gasto,Salud
2027-05-17,Regalo,9.22,gasto,Otros Gastos y Diversos
2027-05-17,Regalo,4.4,gasto,Otros Gastos y Diversos
2027-05-17,Pollo a la brasa,8.86,gasto,Alimentacion (Fuera)
2027-05-17,Grifo repsol compras semanales,25.34,gasto,Transporte y Comunicaciones
2027-05-17,Carniceria panadería,36.74,gasto,Alimentacion (Hogar)
2027-05-18,Barberia,5.77,gasto,Otros Gastos y Diversos
2027-05-19,Venta de libros usados,104.2,ingreso,Otros Ingresos
2027-05-19,Barberia,9.65,gasto,Otros Gastos y Diversos
2027-05-20,Gimnasio cuota mensual,7.1,gasto,Educacion y Ocio
2027-05-20,Market panadería,36.95,gasto,Alimentacion (Hogar)
2027-05-21,Starbucks,10.7,gasto,Alimentacion (Fuera)
2027-05-22,Almuerzo restaurant,7.44,gasto,Alimentacion (Fuera)
2027-05-22,Peluqueria,9.34,gasto,Otros Gastos y Diversos
2027-05-22,Uber compras semanales,27.89,gasto,Transporte y Comunicaciones
2027-05-22,Cuidado personal,6.92,gasto,Otros Gastos y Diversos
2027-05-22,Donacion,4.33,gasto,Otros Gastos y Diversos
2027-05-23,Uber bodega,26.86,gasto,Transporte y Comunicaciones
2027-05-23,Almuerzo restaurant,6.96,gasto,Alimentacion (Fuera)
2027-05-24,Panaderia bodega,33.07,gasto,Alimentacion (Hogar)
2027-05-25,Peluqueria,4.83,gasto,Otros Gastos y Diversos
2027-05-26,Concierto o evento cultural,20.71,gasto,Educacion y Ocio
2027-05-26,Tienda,3.39,gasto,Vestido y Calzado
2027-05-26,Ripley,4.14,gasto,Vestido y Calzado
2027-05-26,Ropa,3.18,gasto,Vestido y Calzado
2027-05-26,Barberia,3.44,gasto,Otros Gastos y Diversos
2027-05-27,Transferencia a familiar,4.42,gasto,Otros Gastos y Diversos
2027-05-29,Cosmetico,7.06,gasto,Vestido y Calzado
2027-05-29,Panaderia panadería,33.18,gasto,Alimentacion (Hogar)
2027-05-29,Uber bodega,20.14,gasto,Transporte y Comunicaciones
2027-05-30,Donacion,10.62,gasto,Otros Gastos y Diversos
2027-05-30,Salario mensual empresa XYZ,1142.01,ingreso,Salario
2027-05-31,Consulta medica,8.75,gasto,Salud
2027-06-01,Starbucks,15.5,gasto,Alimentacion (Fuera)
2027-06-02,Market bodega,32.01,gasto,Alimentacion (Hogar)
2027-06-02,Comida rapida,13.78,gasto,Alimentacion (Fuera)
2027-06-03,Consulta medica,4.58,gasto,Salud
2027-06-04,Starbucks,8.34,gasto,Alimentacion (Fuera)
2027-06-05,Netflix suscripción mensual,6.98,gasto,Educacion y Ocio
2027-06-05,Peluqueria,17.23,gasto,Otros Gastos y Diversos
2027-06-06,Estacionamiento panadería,21.6,gasto,Transporte y Comunicaciones
2027-06-06,Spotify suscripción mensual,7.23,gasto,Educacion y Ocio
2027-06-08,Analisis laboratorio,2.22,gasto,Salud
2027-06-08,Falabella,5.09,gasto,Vestido y Calzado
2027-06-08,Medicina,3.24,gasto,Salud
2027-06-08,Pago alquiler departamento,67.95,gasto,Vivienda y Servicios
2027-06-10,Luz del Sur recibo mensual,70.45,gasto,Vivienda y Servicios
2027-06-10,Farmacia mifarma,3.05,gasto,Salud
2027-06-10,Artículos de limpieza y hogar,36.66,gasto,Mobiliario y Enseres
2027-06-10,Verduras panadería,42.28,gasto,Alimentacion (Hogar)
2027-06-11,Almuerzo restaurant,14.62,gasto,Alimentacion (Fuera)
2027-06-11,Frutas bodega,33.59,gasto,Alimentacion (Hogar)
2027-06-11,Menu,16.79,gasto,Alimentacion (Fuera)
2027-06-11,Taxi panadería,20.49,gasto,Transporte y Comunicaciones
2027-06-11,Barberia,15.5,gasto,Otros Gastos y Diversos
2027-06-12,Falabella,11.6,gasto,Vestido y Calzado
2027-06-12,Accesorio,5.07,gasto,Vestido y Calzado
2027-06-12,Consulta medica,2.56,gasto,Salud
2027-06-12,Sedapal recibo mensual,72.8,gasto,Vivienda y Servicios
2027-06-13,Peluqueria,9.67,gasto,Otros Gastos y Diversos
2027-06-13,Carne compras semanales,40.6,gasto,Alimentacion (Hogar)
2027-06-14,Vitaminas,4.88,gasto,Salud
2027-06-15,Barberia,10.45,gasto,Otros Gastos y Diversos
2027-06-15,Taxi compras semanales,21.67,gasto,Transporte y Comunicaciones
2027-06-15,Carne bodega,53.86,gasto,Alimentacion (Hogar)
2027-06-15,Claro internet y telefono,72.39,gasto,Vivienda y Servicios
2027-06-15,Oechsle,4.21,gasto,Vestido y Calzado
2027-06-16,Consulta medica,1.9,gasto,Salud
2027-06-17,Almuerzo restaurant,15.68,gasto,Alimentacion (Fuera)
2027-06-17,Starbucks,10.81,gasto,Alimentacion (Fuera)
2027-06-18,Farmacia inkafarma,3.14,gasto,Salud
2027-06-18,Farmacia inkafarma,2.96,gasto,Salud
2027-06-18,Pasaje bodega,17.66,gasto,Transporte y Comunicaciones
2027-06-18,Leche bodega,42.3,gasto,Alimentacion (Hogar)
2027-06-18,Ingreso por horas extra,56.97,ingreso,Salario
2027-06-19,Donacion,8.56,gasto,Otros Gastos y Diversos
2027-06-19,Saga,8.47,gasto,Vestido y Calzado
2027-06-20,Gimnasio cuota mensual,7.93,gasto,Educacion y Ocio
2027-06-20,Medicina,3.44,gasto,Salud
2027-06-21,Pasaje panadería,17.02,gasto,Transporte y Comunicaciones
2027-06-21,Tottus panadería,49.75,gasto,Alimentacion (Hogar)
2027-06-21,Peluqueria,7.45,gasto,Otros Gastos y Diversos
2027-06-22,Aceite compras semanales,37.56,gasto,Alimentacion (Hogar)
2027-06-22,Taxi compras semanales,13.89,gasto,Transporte y Comunicaciones
2027-06-22,Oechsle,6.76,gasto,Vestido y Calzado
2027-06-23,Estacionamiento panadería,13.64,gasto,Transporte y Comunicaciones
2027-06-23,Medicina,5.87,gasto,Salud
2027-06-25,Grifo repsol panadería,17.86,gasto,Transporte y Comunicaciones
2027-06-25,Zapatos,11.1,gasto,Vestido y Calzado
2027-06-26,Ingreso por freelance proyecto,37.98,ingreso,Freelance
2027-06-26,Medicina,5.79,gasto,Salud
2027-06-26,Analisis laboratorio,5.39,gasto,Salud
2027-06-26,Gasolina compras semanales,15.76,gasto,Transporte y Comunicaciones
2027-06-26,Cuidado personal,8.75,gasto,Otros Gastos y Diversos
2027-06-27,Analisis laboratorio,5.35,gasto,Salud
2027-06-28,Cosmetico,10.24,gasto,Vestido y Calzado
2027-06-29,Gasolina panadería,17.45,gasto,Transporte y Comunicaciones
2027-06-29,Concierto o evento cultural,30.25,gasto,Educacion y Ocio
2027-06-30,Ripley,9.46,gasto,Vestido y Calzado
2027-06-30,Salario mensual empresa XYZ,1142.01,ingreso,Salario
2027-06-30,Chifa,14.69,gasto,Alimentacion (Fuera)
2027-07-01,Barberia,4.74,gasto,Otros Gastos y Diversos
2027-07-02,Pasaje bodega,14.01,gasto,Transporte y Comunicaciones
2027-07-02,Bodega compras semanales,31.45,gasto,Alimentacion (Hogar)
2027-07-02,Ripley,5.01,gasto,Vestido y Calzado
2027-07-02,Farmacia inkafarma,3.07,gasto,Salud
2027-07-03,Arroz bodega,28.89,gasto,Alimentacion (Hogar)
